country1,country2,n_obs,pearson_r,clayton_theta,lambda_L,gumbel_theta,lambda_U,lambda_L_empirical
DE,DK,87670,0.6823277614531793,1.0220711361491244,0.507540382639763,1.8052324233777823,0.5319050372729088,0.3630660431162313
DE,NO,87668,0.3556612309915611,0.40275937494096054,0.17888792797949365,1.271837591321469,0.27539745750129896,0.2307516824455344
DE,SE,87575,0.36692529466606905,0.42892929081990355,0.19869306199373288,1.2868536546871618,0.28633021081931753,0.23364165810208976
DE,FI,87617,0.23025448780141652,0.25497143766171565,0.06597174480492642,1.1671181752096969,0.18896897070747842,0.1701666286236019
DE,EE,87396,0.28936687759670215,0.2106425584210483,0.037230305816694405,1.1881684020851182,0.2079243521938765,0.1463386727688787
DE,LV,87587,0.3509493418640231,0.31973342108156105,0.11441868069799431,1.247980474395049,0.25733581255093263,0.12512843931955703
DE,LT,86719,0.4099850022955961,0.38569543710504883,0.1657729718557073,1.3185374480080356,0.3083676232556769,0.1908440959409594
DE,PL,87672,0.672778967706307,0.8377851058672724,0.4372033887460443,1.739069015249123,0.5103015678489959,0.3129919014486141
DE,CZ,87667,0.7031797790812575,0.8872494382054362,0.4578418466923406,1.8041959440367719,0.5315811668174659,0.3366031709820919
DE,SK,87145,0.1207638310122935,0.3754888549420546,0.1578695800129409,1.1873859132308164,0.20723526599419761,0.0
DE,AT,87672,0.2854416202150499,0.27046375808016415,0.07708783137722859,1.192663657374409,0.21186042208968758,0.18603855366716093
DE,CH,87672,0.4753985467942141,0.3734042947866412,0.15625102998886606,1.356629484058545,0.33315386157010063,0.18056347667389072
DE,SI,87652,-0.045915383621648855,0.107626595680766,0.001595933518657955,1.0100063082386792,0.013687209743129536,0.0
DE,HR,52608,-0.02511983915687975,0.010006640426076843,8.25993905129866e-31,1.0100063082386792,0.013687209743129536,0.09674966736361909
DE,HU,87671,0.19646398866286446,0.21078757205882803,0.03731468425166776,1.1242581045679017,0.1474975318312295,0.1668757841907152
DE,RO,87550,0.09139488153034446,0.083771426303699,0.00025499480483804656,1.0464016080275755,0.06053865274959036,0.12655625356938893
DE,BG,87670,0.06932191280155416,0.06059727895124875,1.0771725139907594e-05,1.0314166380131882,0.041783465473806736,0.10687806547279571
DE,RS,26304,0.04769363057157993,0.014250844507475081,7.522113626920058e-22,1.0100063082386792,0.013687209743129536,0.14258555133079848
DE,GR,87636,0.08335500851852659,0.047326200999467466,4.357655585223245e-07,1.0406534605165436,0.05342938743130854,0.11421725239616613
DE,IT,87622,0.20101747816143078,0.13850878777650927,0.006708665304149292,1.1162078687325248,0.13924195038504594,0.12462908011869436
DK,NO,87666,0.45461964565860985,0.506298283085729,0.2543487189621358,1.381411180525929,0.34836210210789575,0.256530169955515
